,PROD_CD,SLSMAN_CD,PLAN_MONTH,PLAN_YEAR,TARGET_IN_EA,ACH_IN_EA
13563,PROD_51,SLSMAN_103,1,2020,"2,832",0
18170,PROD_27,SLSMAN_136,1,2020,108,0
25707,PROD_59,SLSMAN_196,12,2019,"1,722","1,099"
7610,PROD_9,SLSMAN_54,11,2019,0,43
25962,PROD_42,SLSMAN_198,12,2019,36,10
26873,PROD_3,SLSMAN_210,12,2019,40,0
26338,PROD_58,SLSMAN_204,10,2019,"26,040","25,540"
2658,PROD_82,SLSMAN_17,1,2020,"2,436",0
3111,PROD_23,SLSMAN_21,11,2019,36,74
1434,PROD_13,SLSMAN_10,12,2019,"2,232","2,756"
21825,PROD_82,SLSMAN_166,12,2019,"7,056","5,202"
8936,PROD_22,SLSMAN_66,12,2019,"10,800","22,652"
1050,PROD_56,SLSMAN_7,12,2019,504,292
26412,PROD_16,SLSMAN_206,1,2020,"1,944",0
19341,PROD_5,SLSMAN_145,11,2019,0,3
25280,PROD_61,SLSMAN_193,11,2019,"4,242","3,045"
10222,PROD_23,SLSMAN_81,1,2020,72,0
12023,PROD_58,SLSMAN_93,12,2019,"15,456","14,787"
18255,PROD_81,SLSMAN_136,11,2019,408,207
11356,PROD_5,SLSMAN_89,12,2019,80,24
1370,PROD_51,SLSMAN_9,12,2019,"1,212",830
1842,PROD_50,SLSMAN_12,12,2019,"33,120","16,266"
2303,PROD_52,SLSMAN_15,11,2019,400,0
25289,PROD_80,SLSMAN_193,10,2019,288,511
15400,PROD_19,SLSMAN_115,1,2020,"2,016",0
6325,PROD_25,SLSMAN_45,10,2019,216,289
15295,PROD_39,SLSMAN_114,11,2019,396,396
8536,PROD_22,SLSMAN_62,10,2019,"6,800",250
11711,PROD_50,SLSMAN_91,12,2019,"77,328","68,333"
14683,PROD_47,SLSMAN_110,11,2019,696,596
5347,PROD_5,SLSMAN_39,12,2019,80,68
1156,PROD_33,SLSMAN_8,12,2019,"3,240","2,816"
3873,PROD_39,SLSMAN_28,10,2019,0,3
16313,PROD_16,SLSMAN_123,12,2019,"1,692","6,511"
17164,PROD_36,SLSMAN_128,1,2020,48,0
22353,PROD_33,SLSMAN_171,1,2020,"1,044",0
6251,PROD_81,SLSMAN_44,11,2019,192,74
4336,PROD_9,SLSMAN_32,10,2019,0,22
13098,PROD_59,SLSMAN_100,10,2019,336,715
26926,PROD_23,SLSMAN_210,11,2019,108,73
12535,PROD_22,SLSMAN_97,1,2020,"17,200",0
4517,PROD_16,SLSMAN_33,1,2020,432,0
27012,PROD_61,SLSMAN_210,12,2019,0,235
19661,PROD_47,SLSMAN_148,1,2020,"1,200",0
14699,PROD_58,SLSMAN_110,1,2020,"5,040",0
4120,PROD_42,SLSMAN_30,11,2019,108,106
11050,PROD_85,SLSMAN_86,12,2019,0,72
23106,PROD_13,SLSMAN_178,1,2020,"3,492",0
18629,PROD_81,SLSMAN_139,11,2019,624,362
6324,PROD_25,SLSMAN_45,1,2020,180,0
6192,PROD_37,SLSMAN_44,11,2019,144,92
15072,PROD_15,SLSMAN_113,12,2019,"5,352","4,613"
14399,PROD_81,SLSMAN_108,10,2019,48,94
10698,PROD_39,SLSMAN_84,1,2020,360,0
3927,PROD_17,SLSMAN_29,10,2019,"4,752","5,854"
26084,PROD_47,SLSMAN_200,12,2019,0,96
16135,PROD_10,SLSMAN_122,12,2019,0,83
808,PROD_25,SLSMAN_6,10,2019,324,308
3123,PROD_27,SLSMAN_21,11,2019,72,154
24939,PROD_42,SLSMAN_191,11,2019,144,109
18464,PROD_80,SLSMAN_138,11,2019,528,566
6930,PROD_14,SLSMAN_49,12,2019,"10,692","10,771"
3064,PROD_10,SLSMAN_21,12,2019,0,119
8478,PROD_3,SLSMAN_62,11,2019,360,0
20168,PROD_38,SLSMAN_154,10,2019,288,326
19618,PROD_28,SLSMAN_148,12,2019,0,48
14929,PROD_22,SLSMAN_112,1,2020,"12,000",0
8640,PROD_74,SLSMAN_62,10,2019,0,292
5110,PROD_31,SLSMAN_37,1,2020,"17,200",0
13895,PROD_47,SLSMAN_105,11,2019,984,"1,539"
11512,PROD_16,SLSMAN_90,10,2019,0,"1,446"
4776,PROD_76,SLSMAN_34,10,2019,0,523
7926,PROD_14,SLSMAN_57,11,2019,"22,536","22,549"
22154,PROD_15,SLSMAN_170,10,2019,"4,584","4,676"
23330,PROD_22,SLSMAN_180,10,2019,"15,600","1,965"
19267,PROD_35,SLSMAN_144,11,2019,"8,256","8,898"
25875,PROD_84,SLSMAN_197,12,2019,0,290
25588,PROD_83,SLSMAN_195,11,2019,0,679
13312,PROD_17,SLSMAN_102,11,2019,"6,732","1,291"
26765,PROD_27,SLSMAN_209,1,2020,72,0
22372,PROD_38,SLSMAN_171,12,2019,468,210
24646,PROD_35,SLSMAN_189,12,2019,0,60
11447,PROD_47,SLSMAN_89,12,2019,"3,480","2,806"
2710,PROD_23,SLSMAN_18,1,2020,108,0
11081,PROD_16,SLSMAN_87,11,2019,"17,496","4,538"
15053,PROD_5,SLSMAN_113,12,2019,240,165
21925,PROD_45,SLSMAN_168,1,2020,672,0
15650,PROD_37,SLSMAN_117,12,2019,72,46
20352,PROD_39,SLSMAN_156,11,2019,684,702
21099,PROD_17,SLSMAN_162,12,2019,"4,068",0
23091,PROD_3,SLSMAN_178,11,2019,40,0
13502,PROD_26,SLSMAN_103,12,2019,156,179
26311,PROD_42,SLSMAN_204,11,2019,144,107
13953,PROD_5,SLSMAN_106,1,2020,320,0
18717,PROD_37,SLSMAN_140,1,2020,144,0
1623,PROD_23,SLSMAN_11,12,2019,108,129
27447,PROD_50,SLSMAN_213,10,2019,"21,792","17,598"
16626,PROD_17,SLSMAN_125,10,2019,"18,540","15,697"
28165,PROD_26,SLSMAN_221,12,2019,0,324
7917,PROD_11,SLSMAN_57,10,2019,72,61
24754,PROD_33,SLSMAN_190,10,2019,"12,204","5,297"
5508,PROD_15,SLSMAN_40,10,2019,348,1
6224,PROD_56,SLSMAN_44,10,2019,36,15
7951,PROD_22,SLSMAN_57,12,2019,"1,200","2,144"
13862,PROD_35,SLSMAN_105,1,2020,"10,656",0
2613,PROD_51,SLSMAN_17,11,2019,0,"2,350"
19051,PROD_11,SLSMAN_143,12,2019,360,393
6841,PROD_39,SLSMAN_48,1,2020,"1,260",0
16994,PROD_33,SLSMAN_127,12,2019,"2,340","2,467"
8157,PROD_33,SLSMAN_58,1,2020,"1,044",0
3565,PROD_43,SLSMAN_25,12,2019,0,"7,692"
22744,PROD_3,SLSMAN_174,10,2019,40,0
3809,PROD_62,SLSMAN_27,11,2019,"3,360","2,858"
1329,PROD_35,SLSMAN_9,1,2020,"11,712",0
9584,PROD_80,SLSMAN_73,11,2019,0,329
18734,PROD_43,SLSMAN_140,11,2019,0,"6,298"
23981,PROD_16,SLSMAN_184,11,2019,"2,304","1,063"
6219,PROD_50,SLSMAN_44,11,2019,"33,600","29,489"
23182,PROD_39,SLSMAN_178,1,2020,396,0
4386,PROD_26,SLSMAN_32,1,2020,48,0
25664,PROD_36,SLSMAN_196,1,2020,48,0
346,PROD_22,SLSMAN_3,12,2019,"26,400","35,740"
1692,PROD_56,SLSMAN_11,1,2020,288,0
20091,PROD_10,SLSMAN_154,10,2019,0,69
6214,PROD_47,SLSMAN_44,11,2019,"3,192","2,083"
8095,PROD_13,SLSMAN_58,11,2019,"1,548","1,028"
9778,PROD_39,SLSMAN_75,1,2020,216,0
12370,PROD_16,SLSMAN_96,11,2019,"4,212","3,383"
16016,PROD_19,SLSMAN_121,12,2019,"2,520","1,840"
20528,PROD_35,SLSMAN_158,12,2019,"3,648","2,466"
11617,PROD_83,SLSMAN_90,12,2019,0,"10,198"
24771,PROD_38,SLSMAN_190,11,2019,288,348
26670,PROD_54,SLSMAN_208,11,2019,12,0
601,PROD_3,SLSMAN_5,10,2019,0,5
11129,PROD_37,SLSMAN_87,11,2019,252,246
23307,PROD_15,SLSMAN_180,12,2019,"10,536","8,907"
5497,PROD_11,SLSMAN_40,11,2019,288,226
26992,PROD_54,SLSMAN_210,1,2020,12,0
7375,PROD_42,SLSMAN_52,11,2019,36,66
11005,PROD_47,SLSMAN_86,12,2019,"1,368",718
3498,PROD_18,SLSMAN_25,12,2019,"1,392",5
4672,PROD_17,SLSMAN_34,1,2020,"9,036",0
451,PROD_83,SLSMAN_3,12,2019,0,"5,499"
22837,PROD_39,SLSMAN_174,10,2019,432,240
18548,PROD_33,SLSMAN_139,10,2019,396,569
25732,PROD_86,SLSMAN_196,12,2019,0,87
24469,PROD_25,SLSMAN_187,12,2019,0,14
8652,PROD_80,SLSMAN_62,10,2019,"1,056","1,205"
13947,PROD_85,SLSMAN_105,12,2019,0,85
17142,PROD_25,SLSMAN_128,12,2019,684,851
6051,PROD_51,SLSMAN_43,12,2019,0,"5,528"
13279,PROD_86,SLSMAN_101,12,2019,0,9
6491,PROD_26,SLSMAN_46,11,2019,636,361
24840,PROD_4,SLSMAN_191,10,2019,40,0
24581,PROD_58,SLSMAN_188,12,2019,0,72
17112,PROD_17,SLSMAN_128,10,2019,"5,544","6,688"
3175,PROD_50,SLSMAN_21,11,2019,"31,920","32,140"
19391,PROD_16,SLSMAN_146,10,2019,0,270
24319,PROD_21,SLSMAN_186,10,2019,12,12
886,PROD_56,SLSMAN_6,12,2019,540,421
10848,PROD_45,SLSMAN_85,10,2019,480,376
20255,PROD_39,SLSMAN_155,11,2019,0,20
2099,PROD_32,SLSMAN_14,1,2020,132,0
9461,PROD_3,SLSMAN_73,10,2019,0,10
22612,PROD_14,SLSMAN_173,1,2020,"43,704",0
2174,PROD_73,SLSMAN_14,11,2019,0,5
8453,PROD_23,SLSMAN_61,11,2019,0,12
20414,PROD_86,SLSMAN_156,12,2019,0,460
619,PROD_14,SLSMAN_5,10,2019,"17,316","20,835"
19861,PROD_59,SLSMAN_150,1,2020,588,0
26590,PROD_20,SLSMAN_208,11,2019,24,24
23720,PROD_42,SLSMAN_182,1,2020,108,0
6306,PROD_19,SLSMAN_45,11,2019,"6,216","5,964"
18343,PROD_20,SLSMAN_138,11,2019,72,96
15942,PROD_33,SLSMAN_120,12,2019,0,72
10181,PROD_5,SLSMAN_81,10,2019,160,92
2860,PROD_17,SLSMAN_19,11,2019,"9,000","3,151"
9336,PROD_38,SLSMAN_70,1,2020,288,0
25572,PROD_62,SLSMAN_195,11,2019,"2,898","1,630"
28249,PROD_79,SLSMAN_223,12,2019,0,423
10801,PROD_22,SLSMAN_85,10,2019,"1,600",0
8019,PROD_50,SLSMAN_57,10,2019,"24,480","27,403"
28104,PROD_47,SLSMAN_219,12,2019,0,156
14003,PROD_26,SLSMAN_106,10,2019,60,53
861,PROD_43,SLSMAN_6,12,2019,"10,728","5,583"
23097,PROD_9,SLSMAN_178,10,2019,0,22
7402,PROD_56,SLSMAN_52,1,2020,396,0
7999,PROD_39,SLSMAN_57,12,2019,216,191
18183,PROD_36,SLSMAN_136,1,2020,24,0
23481,PROD_17,SLSMAN_181,10,2019,"11,988","11,877"
9793,PROD_47,SLSMAN_75,1,2020,696,0
23662,PROD_20,SLSMAN_182,10,2019,72,0
16986,PROD_27,SLSMAN_127,12,2019,72,95
24007,PROD_25,SLSMAN_184,11,2019,252,262
27994,PROD_42,SLSMAN_217,11,2019,108,190
17874,PROD_83,SLSMAN_132,12,2019,"4,620","2,565"
21200,PROD_62,SLSMAN_162,10,2019,"1,512","1,203"
13908,PROD_54,SLSMAN_105,1,2020,12,0
2405,PROD_33,SLSMAN_16,10,2019,108,0
18168,PROD_26,SLSMAN_136,11,2019,132,107
19560,PROD_10,SLSMAN_148,10,2019,0,75
6296,PROD_17,SLSMAN_45,1,2020,"6,768",0
26780,PROD_33,SLSMAN_209,12,2019,"1,584","1,114"
1151,PROD_32,SLSMAN_8,11,2019,"1,176","1,242"
25232,PROD_36,SLSMAN_193,10,2019,24,38
6794,PROD_22,SLSMAN_48,10,2019,"91,600","18,520"
11187,PROD_81,SLSMAN_87,1,2020,720,0
12573,PROD_37,SLSMAN_97,1,2020,108,0
13738,PROD_51,SLSMAN_104,12,2019,"1,476","1,518"
6846,PROD_42,SLSMAN_48,10,2019,288,290
8685,PROD_33,SLSMAN_63,11,2019,0,198
21001,PROD_38,SLSMAN_161,12,2019,324,222
11623,PROD_5,SLSMAN_91,11,2019,80,0
19408,PROD_20,SLSMAN_146,11,2019,48,24
6469,PROD_20,SLSMAN_46,1,2020,144,0
28225,PROD_45,SLSMAN_223,12,2019,0,888
9620,PROD_16,SLSMAN_74,1,2020,"2,880",0
20647,PROD_19,SLSMAN_159,11,2019,168,97
24510,PROD_62,SLSMAN_187,10,2019,0,588
8550,PROD_26,SLSMAN_62,12,2019,912,426
20792,PROD_18,SLSMAN_160,1,2020,576,0
20847,PROD_42,SLSMAN_160,1,2020,72,0
14563,PROD_80,SLSMAN_109,11,2019,624,287
5095,PROD_23,SLSMAN_37,10,2019,216,273
14691,PROD_51,SLSMAN_110,11,2019,0,142
14664,PROD_38,SLSMAN_110,11,2019,144,236
1477,PROD_26,SLSMAN_10,11,2019,96,180
22159,PROD_16,SLSMAN_170,11,2019,"1,260","1,809"
5025,PROD_61,SLSMAN_36,12,2019,"6,216",262
8932,PROD_21,SLSMAN_66,12,2019,72,36
20333,PROD_33,SLSMAN_156,12,2019,324,0
19867,PROD_61,SLSMAN_150,11,2019,"2,478","1,687"
2971,PROD_59,SLSMAN_19,12,2019,"1,974",980
10779,PROD_14,SLSMAN_85,11,2019,"11,736","13,232"
18806,PROD_14,SLSMAN_141,1,2020,432,0
8618,PROD_57,SLSMAN_62,12,2019,0,108
24073,PROD_51,SLSMAN_184,11,2019,0,"2,334"
20696,PROD_39,SLSMAN_159,10,2019,288,352
18282,PROD_59,SLSMAN_137,11,2019,0,35
9109,PROD_19,SLSMAN_68,1,2020,"3,192",0
7766,PROD_18,SLSMAN_55,10,2019,0,0
9018,PROD_59,SLSMAN_66,12,2019,924,742
4110,PROD_38,SLSMAN_30,1,2020,216,0
21534,PROD_15,SLSMAN_165,10,2019,"4,104","4,283"
436,PROD_62,SLSMAN_3,11,2019,"14,154","3,531"
26744,PROD_20,SLSMAN_209,1,2020,48,0
16110,PROD_76,SLSMAN_121,10,2019,0,567
4558,PROD_32,SLSMAN_33,11,2019,768,227
334,PROD_18,SLSMAN_3,11,2019,"4,764","2,091"
27777,PROD_5,SLSMAN_216,12,2019,160,96
3527,PROD_27,SLSMAN_25,1,2020,108,0
26536,PROD_86,SLSMAN_206,12,2019,0,80
2828,PROD_5,SLSMAN_19,11,2019,320,297
370,PROD_32,SLSMAN_3,12,2019,228,24
10114,PROD_39,SLSMAN_80,12,2019,216,124
1726,PROD_3,SLSMAN_12,10,2019,40,0
21295,PROD_36,SLSMAN_163,12,2019,24,27
21025,PROD_50,SLSMAN_161,12,2019,"48,144","47,303"
17519,PROD_50,SLSMAN_130,12,2019,"63,072","48,328"
20145,PROD_27,SLSMAN_154,12,2019,324,197
9761,PROD_27,SLSMAN_75,12,2019,72,46
16700,PROD_42,SLSMAN_125,12,2019,216,241
15617,PROD_25,SLSMAN_117,11,2019,432,317
17419,PROD_11,SLSMAN_130,12,2019,180,156
9754,PROD_26,SLSMAN_75,1,2020,108,0
8899,PROD_13,SLSMAN_66,11,2019,"2,736","2,466"
20711,PROD_47,SLSMAN_159,11,2019,768,965
13496,PROD_25,SLSMAN_103,10,2019,432,538
17504,PROD_42,SLSMAN_130,12,2019,144,153
8508,PROD_15,SLSMAN_62,10,2019,"2,736","3,105"
6835,PROD_37,SLSMAN_48,11,2019,144,147
13641,PROD_16,SLSMAN_104,10,2019,0,449
24711,PROD_17,SLSMAN_190,10,2019,"30,924","36,444"
23088,PROD_80,SLSMAN_177,11,2019,0,15
16358,PROD_36,SLSMAN_123,1,2020,96,0
25047,PROD_25,SLSMAN_192,10,2019,468,505
3733,PROD_27,SLSMAN_27,1,2020,108,0
17440,PROD_18,SLSMAN_130,12,2019,0,0
17116,PROD_18,SLSMAN_128,10,2019,672,853
23675,PROD_23,SLSMAN_182,11,2019,72,32
17942,PROD_11,SLSMAN_134,12,2019,144,188
12705,PROD_31,SLSMAN_98,11,2019,400,"1,820"
5622,PROD_74,SLSMAN_40,10,2019,0,"1,692"
10971,PROD_33,SLSMAN_86,12,2019,216,150
21261,PROD_22,SLSMAN_163,1,2020,"30,000",0
3718,PROD_22,SLSMAN_27,10,2019,"26,400",280
26939,PROD_27,SLSMAN_210,12,2019,144,66
24764,PROD_36,SLSMAN_190,12,2019,48,30
6886,PROD_67,SLSMAN_48,10,2019,0,6
6611,PROD_15,SLSMAN_47,12,2019,"8,280","9,078"
6898,PROD_82,SLSMAN_48,11,2019,0,"2,004"
25849,PROD_59,SLSMAN_197,12,2019,"1,764","1,281"
16540,PROD_43,SLSMAN_124,12,2019,0,"32,541"
26032,PROD_48,SLSMAN_199,11,2019,0,72
18992,PROD_47,SLSMAN_142,12,2019,864,581
17251,PROD_10,SLSMAN_129,11,2019,0,68
7562,PROD_53,SLSMAN_53,10,2019,0,18
1958,PROD_35,SLSMAN_13,10,2019,"5,184","6,828"
9130,PROD_26,SLSMAN_68,12,2019,276,28
14888,PROD_3,SLSMAN_112,10,2019,40,0
26912,PROD_20,SLSMAN_210,1,2020,120,0
22846,PROD_45,SLSMAN_174,1,2020,288,0
20702,PROD_42,SLSMAN_159,12,2019,72,58
13802,PROD_14,SLSMAN_105,10,2019,"30,420","33,578"
16842,PROD_36,SLSMAN_126,11,2019,24,45
12449,PROD_47,SLSMAN_96,12,2019,"3,000","1,912"
6788,PROD_20,SLSMAN_48,12,2019,72,67
12826,PROD_15,SLSMAN_99,1,2020,"5,616",0
4341,PROD_10,SLSMAN_32,12,2019,0,58
18511,PROD_17,SLSMAN_139,11,2019,"11,556","3,576"
10564,PROD_47,SLSMAN_83,11,2019,"1,848","2,020"
16837,PROD_35,SLSMAN_126,10,2019,"11,424","12,174"
1620,PROD_23,SLSMAN_11,1,2020,108,0
27686,PROD_27,SLSMAN_215,1,2020,36,0
16285,PROD_3,SLSMAN_123,11,2019,40,0
17318,PROD_33,SLSMAN_129,10,2019,"1,800",324
18382,PROD_35,SLSMAN_138,10,2019,"21,696","35,280"
15024,PROD_61,SLSMAN_112,10,2019,"3,402","3,629"
12116,PROD_31,SLSMAN_94,10,2019,"70,400","96,400"
25862,PROD_76,SLSMAN_197,10,2019,0,24
20523,PROD_33,SLSMAN_158,11,2019,"3,420","3,461"
27398,PROD_27,SLSMAN_213,11,2019,72,38
27090,PROD_22,SLSMAN_211,1,2020,"42,000",0
17092,PROD_11,SLSMAN_128,12,2019,252,246
24464,PROD_21,SLSMAN_187,10,2019,0,516
22340,PROD_25,SLSMAN_171,12,2019,432,456
7573,PROD_58,SLSMAN_53,12,2019,"2,352","2,199"
16182,PROD_23,SLSMAN_122,11,2019,72,49
21892,PROD_31,SLSMAN_168,11,2019,"2,000","4,000"
19729,PROD_42,SLSMAN_149,11,2019,0,9
2732,PROD_33,SLSMAN_18,1,2020,648,0
26529,PROD_82,SLSMAN_206,11,2019,0,"2,503"
26691,PROD_74,SLSMAN_208,10,2019,0,5
9169,PROD_42,SLSMAN_68,11,2019,72,44
22249,PROD_56,SLSMAN_170,10,2019,612,148
11310,PROD_50,SLSMAN_88,12,2019,"70,944","63,650"
6003,PROD_32,SLSMAN_43,1,2020,"1,164",0
11136,PROD_39,SLSMAN_87,10,2019,"4,212","4,044"
5770,PROD_61,SLSMAN_41,11,2019,"2,604","7,733"
1044,PROD_54,SLSMAN_7,10,2019,24,0
1469,PROD_23,SLSMAN_10,11,2019,216,134
2276,PROD_39,SLSMAN_15,10,2019,360,399
27865,PROD_47,SLSMAN_216,11,2019,"1,128","1,495"
22203,PROD_35,SLSMAN_170,10,2019,"6,720","9,948"
20614,PROD_10,SLSMAN_159,10,2019,0,72
25905,PROD_16,SLSMAN_198,11,2019,"3,996",926
26534,PROD_84,SLSMAN_206,12,2019,0,31
25337,PROD_18,SLSMAN_194,1,2020,"13,464",0
26777,PROD_33,SLSMAN_209,1,2020,"1,584",0
17890,PROD_19,SLSMAN_133,11,2019,0,72
22122,PROD_83,SLSMAN_169,11,2019,0,"1,693"
15833,PROD_27,SLSMAN_119,10,2019,108,168
863,PROD_45,SLSMAN_6,10,2019,"1,008",475
2696,PROD_16,SLSMAN_18,11,2019,"1,584","1,016"
13648,PROD_18,SLSMAN_104,11,2019,"1,608",261
18727,PROD_39,SLSMAN_140,11,2019,396,373
26700,PROD_81,SLSMAN_208,11,2019,120,22
11580,PROD_50,SLSMAN_90,12,2019,"68,928","50,084"
14947,PROD_27,SLSMAN_112,11,2019,36,93
12069,PROD_13,SLSMAN_94,11,2019,900,852
14071,PROD_56,SLSMAN_106,10,2019,288,417
15262,PROD_27,SLSMAN_114,10,2019,72,99
5889,PROD_50,SLSMAN_42,10,2019,"33,888","36,919"
9182,PROD_50,SLSMAN_68,10,2019,"22,032","18,440"
23009,PROD_39,SLSMAN_176,11,2019,288,287
13957,PROD_10,SLSMAN_106,10,2019,0,29
7203,PROD_22,SLSMAN_51,12,2019,"14,800","19,740"
23405,PROD_52,SLSMAN_180,10,2019,400,0
1076,PROD_82,SLSMAN_7,1,2020,"4,536",0
17791,PROD_35,SLSMAN_132,11,2019,"18,912","19,398"
26323,PROD_47,SLSMAN_204,12,2019,"1,752","2,286"
7624,PROD_14,SLSMAN_54,10,2019,"22,284","29,055"
6708,PROD_58,SLSMAN_47,10,2019,"176,064","177,012"
2218,PROD_15,SLSMAN_15,12,2019,"4,788","4,317"
4732,PROD_42,SLSMAN_34,1,2020,108,0
25583,PROD_81,SLSMAN_195,10,2019,192,76
8041,PROD_61,SLSMAN_57,11,2019,"2,856","1,448"
4979,PROD_33,SLSMAN_36,12,2019,0,12
16544,PROD_45,SLSMAN_124,12,2019,720,530
14868,PROD_68,SLSMAN_111,10,2019,0,4
14535,PROD_52,SLSMAN_109,12,2019,400,0
10550,PROD_39,SLSMAN_83,12,2019,252,121
19480,PROD_50,SLSMAN_146,11,2019,"25,824","27,529"
26783,PROD_35,SLSMAN_209,11,2019,"4,224","5,025"
845,PROD_37,SLSMAN_6,11,2019,180,220
8810,PROD_45,SLSMAN_64,1,2020,480,0
10123,PROD_45,SLSMAN_80,10,2019,432,344
844,PROD_37,SLSMAN_6,10,2019,180,197
27594,PROD_50,SLSMAN_214,12,2019,"16,896","26,040"
6391,PROD_56,SLSMAN_45,11,2019,72,73
8402,PROD_50,SLSMAN_60,10,2019,"41,904","29,093"
7309,PROD_16,SLSMAN_52,12,2019,36,119
28257,PROD_8,SLSMAN_224,11,2019,0,267
14632,PROD_26,SLSMAN_110,11,2019,96,34
23089,PROD_3,SLSMAN_178,1,2020,40,0
24544,PROD_25,SLSMAN_188,11,2019,0,84
3659,PROD_62,SLSMAN_26,11,2019,0,111
19374,PROD_11,SLSMAN_146,1,2020,252,0
27770,PROD_83,SLSMAN_215,12,2019,0,"2,408"
19905,PROD_58,SLSMAN_151,12,2019,0,312
9028,PROD_67,SLSMAN_66,10,2019,0,95
4304,PROD_61,SLSMAN_31,12,2019,"2,142",41
20683,PROD_36,SLSMAN_159,1,2020,24,0
2390,PROD_25,SLSMAN_16,12,2019,216,268
24649,PROD_38,SLSMAN_189,11,2019,0,156
7400,PROD_53,SLSMAN_52,11,2019,0,13
8068,PROD_3,SLSMAN_58,1,2020,360,0
21896,PROD_33,SLSMAN_168,11,2019,0,13
22870,PROD_58,SLSMAN_174,12,2019,"11,256","8,951"
15723,PROD_14,SLSMAN_118,11,2019,0,"1,315"
24806,PROD_58,SLSMAN_190,1,2020,"26,712",0
7587,PROD_67,SLSMAN_53,11,2019,0,31
14980,PROD_39,SLSMAN_112,11,2019,252,312
3485,PROD_15,SLSMAN_25,11,2019,"5,304","4,060"
23332,PROD_22,SLSMAN_180,12,2019,"16,000","20,430"
3129,PROD_32,SLSMAN_21,1,2020,348,0
15503,PROD_81,SLSMAN_115,10,2019,192,48
21184,PROD_56,SLSMAN_162,10,2019,144,111
13596,PROD_80,SLSMAN_103,10,2019,"1,968","1,127"
25062,PROD_32,SLSMAN_192,1,2020,"1,176",0
26974,PROD_43,SLSMAN_210,12,2019,"5,616","6,149"
24402,PROD_56,SLSMAN_186,1,2020,288,0
1381,PROD_58,SLSMAN_9,1,2020,"17,976",0
18920,PROD_19,SLSMAN_142,1,2020,"7,224",0
25228,PROD_35,SLSMAN_193,10,2019,"2,880","4,519"
230,PROD_36,SLSMAN_2,12,2019,48,21
12531,PROD_19,SLSMAN_97,1,2020,672,0
14620,PROD_22,SLSMAN_110,11,2019,"16,800","25,280"
8499,PROD_13,SLSMAN_62,1,2020,"1,908",0
9380,PROD_59,SLSMAN_70,10,2019,"1,470",458
9644,PROD_35,SLSMAN_74,11,2019,0,"10,053"
5012,PROD_50,SLSMAN_36,11,2019,"38,400","29,520"
3101,PROD_21,SLSMAN_21,1,2020,216,0
21021,PROD_48,SLSMAN_161,12,2019,48,0
15063,PROD_13,SLSMAN_113,11,2019,"3,384","3,660"
10311,PROD_80,SLSMAN_81,11,2019,240,311
19508,PROD_80,SLSMAN_146,1,2020,264,0
13849,PROD_28,SLSMAN_105,12,2019,12,6
25502,PROD_23,SLSMAN_195,1,2020,36,0
10200,PROD_14,SLSMAN_81,11,2019,"21,240","19,337"
17241,PROD_86,SLSMAN_128,12,2019,0,14
21597,PROD_43,SLSMAN_165,1,2020,"19,368",0
274,PROD_59,SLSMAN_2,11,2019,924,470
21975,PROD_82,SLSMAN_168,12,2019,"4,704","3,055"
10830,PROD_37,SLSMAN_85,10,2019,468,370
13891,PROD_45,SLSMAN_105,11,2019,288,306
305,PROD_10,SLSMAN_3,11,2019,0,40
20548,PROD_42,SLSMAN_158,12,2019,144,154
4179,PROD_5,SLSMAN_31,10,2019,160,160
9062,PROD_50,SLSMAN_67,11,2019,0,992
4765,PROD_59,SLSMAN_34,11,2019,84,449
22375,PROD_39,SLSMAN_171,11,2019,504,502
10250,PROD_36,SLSMAN_81,10,2019,24,20
16826,PROD_27,SLSMAN_126,12,2019,72,61
1068,PROD_80,SLSMAN_7,1,2020,648,0
16632,PROD_18,SLSMAN_125,12,2019,"1,500",0
7195,PROD_18,SLSMAN_51,12,2019,504,0
19944,PROD_18,SLSMAN_152,1,2020,"3,468",0
10576,PROD_56,SLSMAN_83,11,2019,288,43
25936,PROD_27,SLSMAN_198,10,2019,108,80
24026,PROD_32,SLSMAN_184,10,2019,600,239
17296,PROD_22,SLSMAN_129,12,2019,"12,800","15,886"
226,PROD_35,SLSMAN_2,12,2019,"4,128","4,406"
9257,PROD_13,SLSMAN_70,10,2019,"4,644","4,043"
20918,PROD_11,SLSMAN_161,1,2020,180,0
22305,PROD_14,SLSMAN_171,1,2020,"43,164",0
26011,PROD_3,SLSMAN_199,1,2020,"1,600",0
4740,PROD_45,SLSMAN_34,11,2019,96,327
5888,PROD_50,SLSMAN_42,1,2020,"37,776",0
10756,PROD_83,SLSMAN_84,11,2019,0,302
3344,PROD_39,SLSMAN_23,11,2019,432,315
25676,PROD_39,SLSMAN_196,1,2020,540,0
25640,PROD_21,SLSMAN_196,1,2020,12,0
5020,PROD_59,SLSMAN_36,11,2019,"1,512","1,077"
18564,PROD_38,SLSMAN_139,10,2019,324,368
3107,PROD_22,SLSMAN_21,11,2019,"9,200","2,000"
9687,PROD_59,SLSMAN_74,11,2019,0,715
16082,PROD_47,SLSMAN_121,12,2019,"2,616","2,077"
24014,PROD_27,SLSMAN_184,10,2019,108,109
11253,PROD_26,SLSMAN_88,10,2019,240,201
26429,PROD_22,SLSMAN_206,12,2019,"10,400","7,500"
13943,PROD_83,SLSMAN_105,1,2020,"4,158",0
